year	title
2006	The Curiosity of Chance
2006	 The Da Vinci Code
2006	Daft Punk's Electroma
2006	Dance Party USA
2006	Danika
2006	Danny Roane: First Time Director
2006	Dark Corners
2006	Dark Ride
2006	The Darwin Awards
2006	Date Movie
2006	Dave Chappelle's Block Party
2006	Day Night Day Night
2006	Day on Fire
2006	The Dead Girl
2006	The Death of Poe
2006	Déjà Vu
2006	Deck the Halls
2006	Deliver Us from Evil
2006	The Departed
2006	The Devil and Daniel Johnston
2006	The Devil Wears Prada
2006	Diggers
2006	Disappearances
2006	Dixie Chicks: Shut Up and Sing
2006	DOA: Dead or Alive
2006	The Dog Problem
2006	Dreamgirls
2006	Dreamland
2006	Driftwood
2006	Disaster Zone: Volcano in New York
2006	 East Side Story
2006	Employee of the Month
2006	Encounter Point
2006	End Game
2006	End of the Spear
2006	Eight Below
2006	Eragon
2006	Everyone's Hero
2006	Evil Bong
2006	Expiration Date
2006	 Facing the Giants
2006	Factory Girl
2006	Failure to Launch
2006	The Fast and the Furious: Tokyo Drift
2006	Fast Food Nation
2006	Fatwa
2006	Fay Grim
2006	Fearless
2006	Fifty Pills
2006	Final Destination 3
2006	Find Me Guilty
2006	Firewall
2006	Flags of Our Fathers
2006	Flicka
2006	Flock of Dodos
2006	Flourish
2006	Flushed Away
2006	Flyboys
2006	For Your Consideration
2006	Forget About It
2006	The Fountain
2006	Freedomland
2006	Free Jimmy
2006	Friends with Money
2006	Full Grown Men
2006	Fur
2006	 Game 6
2006	Garfield: A Tail of Two Kitties
2006	The Genius Club
2006	GI Jesus
2006	Glastonbury
2006	Glory Road
2006	God Grew Tired of Us
2006	The Good German
2006	The Good Shepherd
2006	A Good Year
2006	Goya's Ghosts
2006	Grandma's Boy
2006	The Great Warming
2006	Gridiron Gang
2006	The Groomsmen
2006	The Grudge 2
2006	The Guardian
2006	The Guatemalan Handshake
2006	A Guide to Recognizing Your Saints
2006	 Half Nelson
2006	The Hamiltons
2006	Happy Feet
2006	The Hard Corps
2006	Harsh Times
2006	The Hawk Is Dying
2006	Header
2006	The Heart of Steel
2006	The Heart of the Game
2006	The Hills Have Eyes
2006	Hip-Hop: Beyond Beats and Rhymes
2006	The Holiday
2006	Hollywoodland
2006	Hollow Man 2
2006	Home of the Brave
2006	Hood of Horror
2006	Hoot
2006	The Hottest State
2006	How to Eat Fried Worms
2006	Hurricane on the Bayou
2006	 I Want Someone to Eat Cheese With
2006	Ice Age: The Meltdown
2006	Idiocracy
2006	Idlewild
2006	The Illusionist
2006	An Inconvenient Truth
2006	Infamous
2006	Inland Empire
2006	Inside Man
2006	The Insurgents
2006	Invincible
2006	Interkosmos
2006	Iraq for Sale: The War Profiteers
2006	Iraq in Fragments
2006	Irish Jam
2006	 Jackass Number Two
2006	Jack Smith and the Destruction of Atlantis
2006	Jesus Camp
2006	Jewish American Princess
2006	Jimmy and Judy
2006	John Tucker Must Die
2006	Jonestown: The Life and Death of Peoples Temple
2006	Just My Luck
2006	 Kalamazoo?
2006	Karla
2006	Keeping Up with the Steins
2006	Kill Your Darlings
2006	Kurt Cobain About a Son
2006	 Lady in the Water
2006	The Lake House
2006	Land of the Blind
2006	Larry the Cable Guy: Health Inspector
2006	The Last Kiss
2006	Last Holiday
2006	The Last Winter
2006	The Legend of Simon Conjurer
2006	Let's Go to Prison
2006	Letters from Iwo Jima
2006	Lime Salted Love
2006	Little Chenier
2006	Little Children
2006	Little Man
2006	Little Miss Sunshine
2006	Live Freaky! Die Freaky!
2006	Live Free or Die
2006	Local Color
2006	LOL
2006	Lonely Hearts
2006	The Long Weekend
2006	Loren Cass
2006	Loving Annabelle
2006	Lucky Number Slevin
2006	 Mad Cowgirl
2006	Madea's Family Reunion
2006	Man About Town
2006	Man of the Year
2006	Marie Antoinette
2006	The Marine
2006	Mark of the Damned
2006	Material Girls
2006	Matthew Barney: No Restraint
2006	Maxed Out
2006	Miami Vice
2006	Mini's First Time
2006	Minotaur
2006	Miss Potter
2006	Modern Man
2006	Monster House
2006	The Monster of Phantom Lake
2006	Moonshine
2006	Mustang Sally
2006	My Country, My Country
2006	Mission: Impossible III
2006	My Super Ex-Girlfriend
2006	 Nacho Libre
2006	National Lampoon's Van Wilder: The Rise of Taj
2006	The Nativity Story
2006	Neil Young: Heart of Gold
2006	Night at the Museum
2006	The Night Listener
2006	Night of the Living Dead 3D
2006	The Night of the White Pants
2006	Nightmare Man
2006	No Limit
2006	 O Jerusalem
2006	Occupation 101
2006	The Oh in Ohio
2006	Old Joy
2006	The Omen
2006	Once in a Lifetime: The Extraordinary Story of the New York Cosmos
2006	One Night with the King
2006	The One Percent
2006	Open Season
2006	Over the Hedge
2006	 The Painted Veil
2006	Pan's Labyrinth
2006	Paper Dolls
2006	Park
2006	Peaceful Warrior
2006	Penelope
2006	Perfume: The Story of a Murderer
2006	Phat Girlz
2006	The Phobic
2006	The Pink Panther
2006	Pirates of the Caribbean: Dead Man's Chest
2006	Poseidon
2006	Poultrygeist: Night of the Chicken Dead
2006	The Power of Community: How Cuba Survived Peak Oil
2006	Premium
2006	The Prisoner or: How I Planned to Kill Tony Blair
2006	A Prairie Home Companion
2006	The Prestige
2006	Puff, Puff, Pass
2006	Pulse
2006	The Pursuit of Happyness
2006	 The Quick and the Undead
2006	Quick Pick
2006	Quinceañera
2006	 The Rape of the Sabine Women
2006	Relative Strangers
2006	The Return
2006	Right at Your Door
2006	Robotech: The Shadow Chronicles
2006	Rocky Balboa
2006	Roman
2006	Romeo & Juliet: Sealed with a Kiss
2006	Room 6
2006	Rune
2006	Running Scared
2006	Running with Scissors
2006	RV
2006	 ...So Goes the Nation
2006	Sacco and Vanzetti
2006	The Santa Clause 3: The Escape Clause
2006	The Sasquatch Gang
2006	Saving Shiloh
2006	Saw III
2006	A Scanner Darkly
2006	Scary Movie 4
2006	School for Scoundrels
2006	Scoop
2006	Scott Walker: 30 Century Man
2006	The Second Chance
2006	Secret of the Cave
2006	See No Evil
2006	The Sentinel
2006	The Shaggy Dog
2006	Shark Bait
2006	She's the Man
2006	Sherrybaby
2006	Shortbus
2006	Shottas
2006	Silent Hill
2006	Simon Says
2006	Sleeping Dogs Lie
2006	Slither
2006	Small Town Gay Bar
2006	Snakes on a Plane
2006	Snow Blind
2006	So Much So Fast
2006	Something New
2006	Sonhos de Peixe
2006	Special
2006	Stalking Santa
2006	Starter for 10
2006	Stay Alive
2006	Step Up
2006	Stephanie Daley
2006	Stick It
2006	Stranger Than Fiction
2006	Stormbreaker
2006	Strawberry Shortcake: The Sweet Dreams Movie
2006	Subject Two
2006	Suicide Killers
2006	Superman Returns
2006	Swarm of the Snakehead
2006	Sweet Insanity
2006	 Take the Lead
2006	Talladega Nights: The Ballad of Ricky Bobby
2006	The Teddy Bear Master
2006	Tenacious D in The Pick of Destiny
2006	The Texas Chainsaw Massacre: The Beginning
2006	Thank You for Smoking
2006	This Film Is Not Yet Rated
2006	Threat
2006	Tomorrow Is Today
2006	Trantasia
2006	Tristan & Isolde
2006	Trust the Man
2006	Turistas
2006	Two Weeks
2006	 The U.S. vs. John Lennon
2006	Ultraviolet
2006	Unaccompanied Minors
2006	Underworld: Evolution
2006	Undoing
2006	Unidentified
2006	United 93
2006	Unrest
2006	 V for Vendetta
2006	Vacationland
2006	Vanaja
2006	 Waist Deep
2006	The War Tapes
2006	We Are Marshall
2006	When a Stranger Calls
2006	When I Came Home
2006	Who Killed the Electric Car?
2006	Wicked Little Things
2006	The Wicker Man
2006	The Wild
2006	The Woods
2006	Wordplay
2006	World Trade Center
2006	Wristcutters: A Love Story
2006	 X-Men: The Last Stand
2006	 Yellow
2006	Yeti: A Love Story
2006	You, Me and Dupree
2006	 Zoom
2006	Zyzzyx Road
2007	 10 MPH
2007	The 11th Hour
2007	1408
2007	3:10 to Yuma
2007	30 Days of Night
2007	300
2007	 Across the Universe
2007	Adrift in Manhattan
2007	Adventures of Johnny Tao
2007	Afghan Knights
2007	After Sex
2007	Alibi
2007	Alice Upside Down
2007	Aliens vs. Predator: Requiem
2007	All the Days Before Tomorrow
2007	Alvin and the Chipmunks
2007	An American Crime
2007	American Gangster
2007	American Pastime
2007	Americanizing Shelley
2007	Anamorph
2007	Aqua Teen Hunger Force Colon Movie Film for Theaters
2007	Arctic Tale
2007	Are We Done Yet?
2007	The Assassination of Jesse James by the Coward Robert Ford
2007	August Rush
2007	Autism: The Musical
2007	Awake
2007	 Balls of Fury
2007	Because I Said So
2007	Bee Movie
2007	Before the Devil Knows You're Dead
2007	Believe
2007	Beowulf
2007	Beyond Belief
2007	Blades of Glory
2007	Blonde Ambition
2007	The Blue Hour
2007	Blue State
2007	The Bourne Ultimatum
2007	Bratz: The Movie
2007	The Brave One
2007	Breach
2007	Bridge to Terabithia
2007	Broken English
2007	Brooklyn Rules
2007	Brotherhood of Blood
2007	The Brothers Solomon
2007	The Bucket List
2007	 Cake: A Wedding Story
2007	Captivity
2007	Care Bears: Oopsy Does It!
2007	Cassandra's Dream
2007	Catacombs
2007	Chapter 27
2007	Charlie Wilson's War
2007	Chicago 10
2007	Code Name: The Cleaner
2007	The Comebacks
2007	The Condemned
2007	Control
2007	Crazy Love
2007	Cthulhu
2007	 Daddy Day Camp
2007	Daddy's Little Girls
2007	Dalai Lama Renaissance
2007	Dan in Real Life
2007	Darfur Now
2007	Dark Matter
2007	Day Zero
2007	Dead Silence
2007	Death Sentence
2007	Delta Farce
2007	Dirty Country
2007	Disturbia
2007	The Diving Bell and the Butterfly
2007	 Eastern Promises
2007	Ed Gein: The Butcher of Plainfield
2007	Elvis and Anabelle
2007	Enchanted
2007	Epic Movie
2007	Evan Almighty
2007	Evening
2007	The Ex
2007	Extreme Movie
2007	 Fantastic Four: Rise of the Silver Surfer
2007	Feel the Noise
2007	Finishing the Game
2007	Firehouse Dog
2007	The Flock
2007	For the Bible Tells Me So
2007	Fracture
2007	Freakshow
2007	Fred Claus
2007	Freedom Writers
2007	Full of It
2007	 The Game Plan
2007	The Gene Generation
2007	Georgia Rule
2007	Ghost Rider
2007	Ghosts of Abu Ghraib
2007	The Girl in the Park
2007	Glass Lips
2007	The Go-Getter
2007	God's Ears
2007	The Golden Compass
2007	Gone Baby Gone
2007	Good Luck Chuck
2007	The Good Night
2007	Grace Is Gone
2007	Gracie
2007	The Great Debaters
2007	Grindhouse
2007	 Hairspray
2007	Halloween
2007	The Hammer
2007	Happily N'Ever After
2007	Harry Potter and the Order of the Phoenix
2007	Hear and Now
2007	The Heartbreak Kid
2007	Highlander: The Source
2007	The Hills Have Eyes 2
2007	The Hitcher
2007	Hitman
2007	The Hoax
2007	Honeydripper
2007	Hostel: Part II
2007	Hot Rod
2007	The Hunting Party
2007	 I Am an American Soldier
2007	I Am Legend
2007	I Could Never Be Your Woman
2007	I Know Who Killed Me
2007	I Now Pronounce You Chuck and Larry
2007	I Think I Love My Wife
2007	I'm Not There
2007	In the Land of Women
2007	In the Valley of Elah
2007	Interview
2007	Into the Wild
2007	The Invasion
2007	The Invisible
2007	Itty Bitty Titty Committee
2007	 Joshua
2007	Juno
2007	 Kickin' It Old Skool
2007	Killing Zelda Sparks
2007	The King of Kong: A Fistful of Quarters
2007	King of Punk
2007	The Kingdom
2007	The Kite Runner
2007	Knock Knock
2007	Knocked Up
2007	 Lady Magdalene's
2007	Lake of Fire
2007	Lars and the Real Girl
2007	The Last Mimzy
2007	The Last Sin Eater
2007	License to Wed
2007	The Life Before Her Eyes
2007	Lions for Lambs
2007	Live Free or Die Hard
2007	The Lookout
2007	Love in the Time of Cholera
2007	Lucky You
2007	Lust, Caution
2007	 Manda Bala (Send a Bullet)
2007	Margot at the Wedding
2007	Marigold
2007	Married Life
2007	Martian Child
2007	Meet the Robinsons
2007	The Messengers
2007	Michael Clayton
2007	A Mighty Heart
2007	The Mist
2007	Mister Lonely
2007	A Modern Twain Story: The Prince and the Pauper
2007	Monster Camp
2007	The Mother of Tears
2007	Moving McAllister
2007	Mr. Brooks
2007	Mr. Magorium's Wonder Emporium
2007	Mr. Woodcock
2007	Mr. Untouchable
2007	Music and Lyrics
2007	My Bollywood Bride
2007	My Sexiest Year
2007	 Nancy Drew
2007	Nanking
2007	The Nanny Diaries
2007	National Treasure: Book of Secrets
2007	Netherbeast Incorporated
2007	Next
2007	No Country for Old Men
2007	No End in Sight
2007	No Reservations
2007	Nobel Son
2007	Norbit
2007	Normal Adolescent Behavior
2007	Numb
2007	The Number 23
2007	 Ocean's Thirteen
2007	Oh, Saigon
2007	Only for You
2007	Operation Homecoming: Writing the Wartime Experience
2007	 P.S. I Love You
2007	P2
2007	Padre Nuestro
2007	Paranoid Park
2007	Passage to Zarahemla
2007	Pathfinder
2007	The Perfect Holiday
2007	Perfect Stranger
2007	Persepolis
2007	Pirates of the Caribbean: At World's End
2007	The Poughkeepsie Tapes
2007	Premonition
2007	Press Start
2007	Pride
2007	Primeval
2007	 Ratatouille
2007	The Reaping
2007	Redline
2007	Redrum
2007	Reign Over Me
2007	Remember the Daze
2007	Rendition
2007	Reno 911!: Miami
2007	Reservation Road
2007	Resident Evil: Extinction
2007	Resurrecting the Champ
2007	Rocket Science
2007	Rolling
2007	Rush Hour 3
2007	 Savage Grace
2007	The Savages
2007	Saw IV
2007	The Seeker
2007	Seraphim Falls
2007	Shadow Puppets
2007	Shoot 'Em Up
2007	Shooter
2007	ShowBusiness: The Road to Broadway
2007	Shrek the Third
2007	Sicko
2007	The Simpsons Movie
2007	Sinner
2007	Sinners
2007	Sleuth
2007	Slipstream
2007	Smiley Face
2007	Smokin' Aces
2007	Socket
2007	Spider-Man 3
2007	Spiral
2007	Stardust
2007	The Star of Bethlehem
2007	Starting Out in the Evening
2007	A State of Vine
2007	Still Green
2007	Stomp the Yard
2007	Strange Culture
2007	Stuck
2007	Suburban Girl
2007	Suffering Man's Charity
2007	Sunshine
2007	Superbad
2007	Surf's Up
2007	Sweeney Todd: The Demon Barber of Fleet Street
2007	 Talk to Me
2007	Taxi to the Dark Side
2007	The Ten
2007	There Will Be Blood
2007	Things We Lost in the Fire
2007	TMNT
2007	Transformers
2007	 Underdog
2007	 Vacancy
2007	 Waitress
2007	Walk Hard: The Dewey Cox Story
2007	War
2007	War/Dance
2007	The Water Horse: Legend of the Deep
2007	We Are the Strange
2007	Welcome to Nollywood
2007	We Own the Night
2007	What Love Is
2007	What We Do Is Secret
2007	Whisper
2007	White Noise: The Light
2007	Who's Your Caddy?
2007	Why Did I Get Married?
2007	Wild Hogs
2007	Wind Chill
2007	 Year of the Dog
2007	Year of the Fish
2007	You Kill Me
2007	Youth Without Youth
2007	 Zodiac
2008	 10,000 BC
2008	21
2008	27 Dresses
2008	88 Minutes
2008	 The Accidental Husband
2008	An American Carol
2008	American Teen
2008	Appaloosa
2008	August
2008	 Baby Mama
2008	Babylon A.D.
2008	Ballast
2008	Bangkok Dangerous
2008	Be Kind Rewind
2008	Bedtime Stories
2008	Beer for My Horses
2008	The Betrayal - Nerakhoon
2008	Beverly Hills Chihuahua
2008	Body of Lies
2008	Bolt
2008	The Boy in the Striped Pyjamas
2008	Burn After Reading
2008	 Cadillac Records
2008	Changeling
2008	Che
2008	Choke
2008	The Chronicles of Narnia: Prince Caspian
2008	City of Ember
2008	Cloverfield
2008	College
2008	College Road Trip
2008	The Curious Case of Benjamin Button
2008	 The Dark Knight
2008	The Day the Earth Stood Still
2008	Deal
2008	The Deal
2008	Death Race
2008	Deception
2008	Defiance
2008	Definitely, Maybe
2008	Delgo
2008	Disaster Movie
2008	Doomsday
2008	Doubt
2008	Drillbit Taylor
2008	 Eagle Eye
2008	Elegy
2008	Expelled: No Intelligence Allowed
2008	The Express
2008	The Eye
2008	 The Family That Preys
2008	Felon
2008	Fireflies in the Garden
2008	Fireproof
2008	First Sunday
2008	Flash of Genius
2008	Fool's Gold
2008	The Forbidden Kingdom
2008	Forever Strong
2008	Forgetting Sarah Marshall
2008	Four Christmases
2008	Frost/Nixon
2008	Frozen River
2008	Funny Games
2008	 The Garden
2008	Garden Party
2008	Get Smart
2008	Ghost Town
2008	Gran Torino
2008	 Hamlet 2
2008	Hancock
2008	Hannah Montana & Miley Cyrus: Best of Both Worlds Concert
2008	The Happening
2008	Harold
2008	Harold & Kumar Escape from Guantanamo Bay
2008	The Haunting of Molly Hartley
2008	Hellboy II: The Golden Army
2008	Henry Poole Is Here
2008	Hero Wanted
2008	High School Musical 3: Senior Year
2008	Horton Hears a Who!
2008	The Hottie and the Nottie
2008	The House Bunny
2008	 Igor
2008	In Bruges
2008	The Incredible Hulk
2008	Indiana Jones and the Kingdom of the Crystal Skull
2008	Inkheart
2008	Iron Man
2008	 Journey to the Center of the Earth
2008	Jumper
2008	 Kit Kittredge: An American Girl
2008	Kung Fu Panda
2008	 Lakeview Terrace
2008	Last Chance Harvey
2008	Leatherheads
2008	The Love Guru
2008	The Longshots
2008	The Lucky Ones
2008	 Mad Money
2008	Madagascar: Escape 2 Africa
2008	Made of Honor
2008	Mamma Mia!
2008	Man on Wire
2008	Marley & Me
2008	Max Payne
2008	Meet Dave
2008	Meet the Browns
2008	Meet the Spartans
2008	The Midnight Meat Train
2008	Milk
2008	Miracle at St. Anna
2008	Mirrors
2008	The Mummy: Tomb of the Dragon Emperor
2008	My Best Friend's Girl
2008	My Sassy Girl
2008	 Never Back Down
2008	Nick and Norah's Infinite Playlist
2008	Nights in Rodanthe
2008	Nim's Island
2008	Nothing But the Truth
2008	Nothing Like the Holidays
2008	 One Missed Call
2008	The Other Boleyn Girl
2008	Over Her Dead Body
2008	 Passengers
2008	Pathology
2008	Patti Smith: Dream of Life
2008	Pineapple Express
2008	The Pirates Who Don't Do Anything: A VeggieTales Movie
2008	Pray the Devil Back to Hell
2008	Pride and Glory
2008	Prom Night
2008	The Promotion
2008	Proud American
2008	Punisher: War Zone
2008	 Quantum of Solace
2008	Quarantine
2008	 Rachel Getting Married
2008	Rambo
2008	The Reader
2008	Redbelt
2008	Religulous
2008	Rent: Filmed Live on Broadway
2008	Repo! The Genetic Opera
2008	Revolutionary Road
2008	Righteous Kill
2008	The Rocker
2008	Role Models
2008	The Ruins
2008	 Saw V
2008	The Secret Life of Bees
2008	Semi-Pro
2008	Seven Pounds
2008	Sex and the City
2008	Sex Drive
2008	Shutter
2008	The Sisterhood of the Traveling Pants 2
2008	Sleepwalking
2008	Smart People
2008	Soul Men
2008	Space Chimps
2008	Speed Racer
2008	The Spiderwick Chronicles
2008	Spike
2008	The Spirit
2008	Spy School
2008	Star Wars: The Clone Wars
2008	Step Brothers
2008	Step Up 2: The Streets
2008	Stop-Loss
2008	Strange Wilderness
2008	The Strangers
2008	Street Kings
2008	Superhero Movie
2008	Swing Vote
2008	Taken
2008	The Tale of Despereaux
2008	Traitor
2008	Tropic Thunder
2008	Trouble the Water
2008	Twilight
2008	U2 3D
2008	Untraceable
2008	 Valkyrie
2008	Vantage Point
2008	Vicky Cristina Barcelona
2008	 W.
2008	The Wackness
2008	WALL-E
2008	Waltz with Bashir
2008	Wanted
2008	War, Inc.
2008	Welcome Home Roscoe Jenkins
2008	What Doesn't Kill You
2008	What Happens in Vegas
2008	What Just Happened
2008	Witless Protection
2008	The Women
2008	The Wrestler
2008	 The X-Files: I Want to Believe
2008	 Yes Man
2008	You Don't Mess with the Zohan
2008	 Zack and Miri Make a Porno
2009	 (500) Days of Summer
2009	12 Rounds
2009	17 Again
2009	2012
2009	9
2009	 Adam
2009	Adventureland
2009	After.Life
2009	Alien Trespass
2009	Aliens in the Attic
2009	All About Steve
2009	Alvin and the Chipmunks: The Squeakquel
2009	Amelia
2009	American Violet
2009	Angels & Demons
2009	The Answer Man
2009	Arcadia Lost
2009	Armored
2009	Assassination of a High School President
2009	Astro Boy
2009	Avatar
2009	Away We Go
2009	 The Bad Lieutenant: Port of Call New Orleans
2009	Bandslam
2009	Battle for Terra
2009	Beyond a Reasonable Doubt
2009	Big Fan
2009	The Blind Side
2009	Boogie Town
2009	The Boondock Saints II: All Saints Day
2009	The Box
2009	Bride Wars
2009	Brothers
2009	The Brothers Bloom
2009	Brothers at War
2009	Brüno
2009	 C Me Dance
2009	Capitalism: A Love Story
2009	Carriers
2009	Chandni Chowk to China
2009	The Chaos Experiment
2009	A Christmas Carol
2009	Cirque du Freak: The Vampire's Assistant
2009	Cloudy with a Chance of Meatballs
2009	Cold Souls
2009	The Collector
2009	Confessions of a Shopaholic
2009	Coraline
2009	Couples Retreat
2009	The Cove
2009	Crank: High Voltage
2009	Crazy Heart
2009	The Cross
2009	Crossing Over
2009	 Dance Flick
2009	Did You Hear About the Morgans?
2009	District 9
2009	Drag Me to Hell
